video_id,stride_index,stride,cadence
kor20230728f00001_20230902_001,99,0.9824834779286051,225.0
kor20230728f00001_20230902_001,131,1.2124611300959203,240.0
kor20230728f00001_20230902_001,161,1.3956805309150195,232.25806451612902
kor20230728f00001_20230902_001,192,1.578392081923198,248.27586206896552
kor20230728f00001_20230902_001,221,2.00416625602037,225.0
kor20230728f00001_20230902_001,253,1.68174498497668,276.9230769230769
kor20230728f00001_20230902_001,279,2.1080233957372285,232.25806451612902
kor20230728f00001_20230902_001,310,1.85804941262702,266.6666666666667
kor20230728f00001_20230902_001,337,2.2445188258981017,232.25806451612902
kor20230728f00001_20230902_001,368,1.8916718886075388,257.1428571428571
kor20230728f00001_20230902_001,396,1.8103022617020659,248.27586206896552
kor20230728f00001_20230902_001,425,1.663077627333881,266.6666666666667
kor20230728f00001_20230902_001,452,1.8094583780545672,248.27586206896552
kor20230728f00001_20230902_001,481,1.9123896923733865,257.1428571428571
kor20230728f00001_20230902_001,509,2.0008627675816952,248.27586206896552
kor20230728f00001_20230902_001,538,1.7688569813570627,257.1428571428571
kor20230728f00001_20230902_001,566,1.7964460321793811,248.27586206896552
kor20230728f00001_20230902_001,595,1.9404707745270706,257.1428571428571
kor20230728f00001_20230902_001,623,2.027848379030699,248.27586206896552
kor20230728f00001_20230902_001,652,1.858345428604276,248.27586206896552
kor20230728f00001_20230902_001,681,1.7471446081632362,257.1428571428571
kor20230728f00001_20230902_001,709,1.7894857345407857,248.27586206896552
kor20230728f00001_20230902_001,738,1.8191491921100804,248.27586206896552
kor20230728f00001_20230902_001,767,1.7659473202703522,257.1428571428571
kor20230728f00001_20230902_001,795,1.9663097592113505,248.27586206896552
kor20230728f00001_20230902_001,824,1.9293433060652752,257.1428571428571
kor20230728f00001_20230902_001,852,2.0652686754509366,248.27586206896552
kor20230728f00001_20230902_001,881,2.1122084146810494,257.1428571428571
kor20230728f00001_20230902_001,909,2.2343904743650884,248.27586206896552
kor20230728f00001_20230902_001,938,2.12264015281966,257.1428571428571
kor20230728f00001_20230902_001,966,2.2081152879153096,248.27586206896552
kor20230728f00001_20230902_001,995,2.092447685897251,248.27586206896552
kor20230728f00001_20230902_001,1024,2.0242333520805835,248.27586206896552
kor20230728f00001_20230902_001,1053,1.9890675471728063,248.27586206896552
kor20230728f00001_20230902_001,1082,1.9878059165304935,248.27586206896552
kor20230728f00001_20230902_001,1111,1.7765452918040294,248.27586206896552
kor20230728f00001_20230902_001,1140,1.7266439356112326,248.27586206896552
kor20230728f00001_20230902_001,1169,1.835908431735575,248.27586206896552
kor20230728f00001_20230902_001,1198,1.89142667553264,248.27586206896552
kor20230728f00001_20230902_001,1227,1.9758414933095059,248.27586206896552
kor20230728f00001_20230902_001,1256,1.8354869467232704,257.1428571428571
kor20230728f00001_20230902_001,1284,1.8161968721825645,248.27586206896552
kor20230728f00001_20230902_001,1313,1.7050151431733604,248.27586206896552
kor20230728f00001_20230902_001,1342,1.6919724000836072,248.27586206896552
kor20230728f00001_20230902_001,1371,1.9495544817113442,248.27586206896552
kor20230728f00001_20230902_001,1400,2.0651731340336035,248.27586206896552
kor20230728f00001_20230902_001,1429,2.126616952373417,240.0
kor20230728f00001_20230902_001,1459,2.076756473856942,240.0
kor20230728f00001_20230902_001,1489,2.096230739123116,248.27586206896552
kor20230728f00001_20230902_001,1518,2.0847028573397886,240.0
kor20230728f00001_20230902_001,1548,2.1370810531236826,232.25806451612902
kor20230728f00001_20230902_001,1579,2.1224667334144196,232.25806451612902
kor20230728f00001_20230902_001,1610,2.7809210788576726,205.7142857142857
kor20230728f00001_20230902_001,1645,2.5621595380326987,205.7142857142857
kor20230728f00001_20230902_001,1680,2.4066895322352546,194.59459459459458
kor20230728f00001_20230902_001,1717,2.0951490505071266,200.0
